title,year,country,genres,director,cast,overview
Spider-Man: Far From Home,2019,['United States of America'],"['Action', 'Adventure', 'Science Fiction']",Jon Watts,"['Tom Holland', 'Jake Gyllenhaal', 'Samuel L. Jackson', 'Marisa Tomei', 'Jon Favreau']","Peter Parker and his friends go on a summer trip to Europe. However, they will hardly be able to rest - Peter will have to agree to help Nick Fury uncover the mystery of creatures that cause natural disasters and destruction throughout the continent."
A Dog's Way Home,2019,"['China', 'United States of America']","['Drama', 'Adventure', 'Family']",Charles Martin Smith,"['Bryce Dallas Howard', 'Jonah Hauer-King', 'Alexandra Shipp', 'Ashley Judd', 'Edward James Olmos']","The adventure of Bella, a dog who embarks on an epic 400-mile journey home after she is separated from her beloved human."
Pain and Glory,2019,['Spain'],['Drama'],Pedro Almodóvar,"['Antonio Banderas', 'Asier Etxeandia', 'Leonardo Sbaraglia', 'Nora Navas', 'Julieta Serrano']","Salvador Mallo, a filmmaker in the twilight of his career, remembers his life: his mother, his lovers, the actors he worked with. The sixties in a small village in Valencia, the eighties in Madrid, the present, when he feels an immeasurable emptiness, facing his mortality, the incapability of continuing filming, the impossibility of separating creation from his own life. The need of narrating his past can be his salvation."
La Belle Époque,2019,['France'],"['Comedy', 'Drama']",Nicolas Bedos,"['Daniel Auteuil', 'Guillaume Canet', 'Doria Tillier', 'Fanny Ardant', 'Pierre Arditi']","Victor, a disillusioned 60-something whose marriage is on the rocks, opts to relive the week of his life when, 40 years earlier, he met his true love through a company that allows customers to return to the time period of their choosing."
Rocketman,2019,"['United Kingdom', 'United States of America']","['Music', 'Drama']",Dexter Fletcher,"['Taron Egerton', 'Jamie Bell', 'Richard Madden', 'Bryce Dallas Howard', 'Gemma Jones']","The story of Elton John's life, from his years as a prodigy at the Royal Academy of Music through his influential and enduring musical partnership with Bernie Taupin."
Maleficent: Mistress of Evil,2019,['United States of America'],"['Family', 'Fantasy', 'Adventure', 'Action']",Joachim Rønning,"['Angelina Jolie', 'Elle Fanning', 'Harris Dickinson', 'Michelle Pfeiffer', 'Sam Riley']","Maleficent and her goddaughter Aurora begin to question the complex family ties that bind them as they are pulled in different directions by impending nuptials, unexpected allies, and dark new forces at play."
Ip Man 4: The Finale,2019,"['China', 'Hong Kong']","['Action', 'History', 'Drama']",Wilson Yip,"['Donnie Yen', 'Wu Yue', 'Vanness Wu', 'Scott Adkins', 'Kent Cheng Jak-Si']","Following the death of his wife, Ip Man travels to San Francisco to ease tensions between the local kung fu masters and his star student, Bruce Lee, while searching for a better future for his son."
Alita: Battle Angel,2019,['United States of America'],"['Action', 'Science Fiction', 'Adventure']",Robert Rodriguez,"['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly', 'Mahershala Ali', 'Ed Skrein']","When Alita awakens with no memory of who she is in a future world she does not recognize, she is taken in by Ido, a compassionate doctor who realizes that somewhere in this abandoned cyborg shell is the heart and soul of a young woman with an extraordinary past."
Frozen II,2019,['United States of America'],"['Family', 'Animation', 'Adventure', 'Comedy', 'Fantasy']",Jennifer Lee,"['Idina Menzel', 'Kristen Bell', 'Josh Gad', 'Jonathan Groff', 'Evan Rachel Wood']","Elsa, Anna, Kristoff and Olaf head far into the forest to learn the truth about an ancient mystery of their kingdom."
Last Christmas,2019,"['United Kingdom', 'United States of America']","['Comedy', 'Romance']",Paul Feig,"['Emilia Clarke', 'Henry Golding', 'Michelle Yeoh', 'Emma Thompson', 'Lydia Leonard']","Kate is a young woman who has a habit of making bad decisions, and her last date with disaster occurs after she accepts work as Santa's elf for a department store. However, after she meets Tom there, her life takes a new turn."
Official Secrets,2019,"['Canada', 'United Kingdom', 'United States of America']","['Thriller', 'History', 'Drama']",Gavin Hood,"['Keira Knightley', 'Matt Smith', 'Ralph Fiennes', 'Adam Bakri', 'Matthew Goode']",The true story of British intelligence whistleblower Katharine Gun who—prior to the 2003 Iraq invasion—leaked a top-secret NSA memo exposing a joint US-UK illegal spying operation against members of the UN Security Council. The memo proposed blackmailing member states into voting for war.
Lady and the Tramp,2019,['United States of America'],"['Family', 'Romance', 'Comedy']",Charlie Bean,"['Tessa Thompson', 'Justin Theroux', 'Kiersey Clemons', 'Thomas Mann', 'Ashley Jensen']","The love story between a pampered Cocker Spaniel named Lady and a streetwise mongrel named Tramp. Lady finds herself out on the street after her owners have a baby and is saved from a pack by Tramp, who tries to show her to live her life footloose and collar-free."
The King,2019,"['Australia', 'United States of America']","['Drama', 'History', 'War']",David Michôd,"['Timothée Chalamet', 'Joel Edgerton', 'Sean Harris', 'Tom Glynn-Carney', 'Lily-Rose Depp']","England, 15th century. Hal, a capricious prince who lives among the populace far from court, is forced by circumstances to reluctantly accept the throne and become Henry V."
Midsommar,2019,"['Sweden', 'United States of America']","['Horror', 'Drama', 'Mystery']",Ari Aster,"['Florence Pugh', 'Jack Reynor', 'William Jackson Harper', 'Will Poulter', 'Vilhelm Blomgren']","Several friends travel to Sweden to study as anthropologists a summer festival that is held every ninety years in the remote hometown of one of them. What begins as a dream vacation in a place where the sun never sets, gradually turns into a dark nightmare as the mysterious inhabitants invite them to participate in their disturbing festive activities."
Uncut Gems,2019,['United States of America'],"['Drama', 'Thriller', 'Crime']",Benny Safdie,"['Adam Sandler', 'LaKeith Stanfield', 'Julia Fox', 'Kevin Garnett', 'Idina Menzel']","A charismatic New York City jeweler always on the lookout for the next big score makes a series of high-stakes bets that could lead to the windfall of a lifetime. Howard must perform a precarious high-wire act, balancing business, family, and encroaching adversaries on all sides in his relentless pursuit of the ultimate win."
Doctor Sleep,2019,['United States of America'],"['Horror', 'Fantasy']",Mike Flanagan,"['Ewan McGregor', 'Rebecca Ferguson', 'Kyliegh Curran', 'Cliff Curtis', 'Zahn McClarnon']","Still scarred by the trauma he endured as a child at the Overlook Hotel, Dan Torrance faces the ghosts of the past when he meets Abra, a courageous teen who desperately needs his help -- and who possesses a powerful extrasensory ability called the ""shine""."
Downton Abbey,2019,"['United Kingdom', 'United States of America']","['Drama', 'Romance', 'History']",Michael Engler,"['Hugh Bonneville', 'Laura Carmichael', 'Jim Carter', 'Raquel Cassidy', 'Brendan Coyle']","The beloved Crawleys and their intrepid staff prepare for the most important moment of their lives. A royal visit from the King and Queen of England will unleash scandal, romance and intrigue that will leave the future of Downton hanging in the balance."
The Professor and the Madman,2019,"['France', 'Ireland', 'Mexico', 'United States of America', 'Iceland', 'Belgium']","['History', 'Drama', 'Mystery', 'Thriller']",Farhad Safinia,"['Mel Gibson', 'Sean Penn', 'Natalie Dormer', 'Eddie Marsan', 'Jennifer Ehle']","Professor James Murray begins work compiling words for the first edition of the Oxford English Dictionary in the mid 19th century, and receives over 10,000 entries from a patient at Broadmoor Criminal Lunatic Asylum, Dr. William Minor."
The Upside,2019,['United States of America'],"['Comedy', 'Drama']",Neil Burger,"['Kevin Hart', 'Bryan Cranston', 'Nicole Kidman', 'Golshifteh Farahani', 'Aja Naomi King']","Phillip is a wealthy quadriplegic who needs a caretaker to help him with his day-to-day routine in his New York penthouse. He decides to hire Dell, a struggling parolee who's trying to reconnect with his ex and his young son. Despite coming from two different worlds, an unlikely friendship starts to blossom."
After,2019,['United States of America'],"['Romance', 'Drama']",Jenny Gage,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Shane Paul McGhie', 'Khadijha Red Thunder', 'Dylan Arnold']","Tessa Young is a dedicated student, dutiful daughter and loyal girlfriend to her high school sweetheart. Entering her first semester of college, Tessa's guarded world opens up when she meets Hardin Scott, a mysterious and brooding rebel who makes her question all she thought she knew about herself -- and what she wants out of life."
Midway,2019,"['Canada', 'Hong Kong', 'United States of America']","['Action', 'War', 'History']",Roland Emmerich,"['Ed Skrein', 'Patrick Wilson', 'Woody Harrelson', 'Luke Evans', 'Mandy Moore']","The story of the Battle of Midway, and the leaders and soldiers who used their instincts, fortitude and bravery to overcome massive odds."
The First King,2019,"['Belgium', 'Italy']","['History', 'Drama']",Matteo Rovere,"['Alessandro Borghi', 'Alessio Lapice', 'Fabrizio Rongione', 'Massimiliano Rossi', 'Tania Garribba']","Romulus and Remus, two shepherds and loyal brothers, end up taking part to a journey that will lead one of them to be the founder of the greatest nation ever seen. However, the fate of the chosen one will pass from killing his own brother."
The Lion King,2019,['United States of America'],"['Adventure', 'Drama', 'Family', 'Animation']",Jon Favreau,"['Chiwetel Ejiofor', 'John Oliver', 'Donald Glover', 'James Earl Jones', 'John Kani']","Simba idolizes his father, King Mufasa, and takes to heart his own royal destiny. But not everyone in the kingdom celebrates the new cub's arrival. Scar, Mufasa's brother—and former heir to the throne—has plans of his own. The battle for Pride Rock is ravaged with betrayal, tragedy and drama, ultimately resulting in Simba's exile. With help from a curious pair of newfound friends, Simba will have to figure out how to grow up and take back what is rightfully his."
Aladdin,2019,['United States of America'],"['Adventure', 'Fantasy', 'Romance', 'Family']",Guy Ritchie,"['Will Smith', 'Mena Massoud', 'Naomi Scott', 'Marwan Kenzari', 'Navid Negahban']",A kindhearted street urchin named Aladdin embarks on a magical adventure after finding a lamp that releases a wisecracking genie while a power-hungry Grand Vizier vies for the same lamp that has the power to make their deepest wishes come true.
An Officer and a Spy,2019,"['France', 'Italy']","['History', 'Drama', 'Thriller']",Roman Polanski,"['Jean Dujardin', 'Louis Garrel', 'Emmanuelle Seigner', 'Grégory Gadebois', 'Hervé Pierre']","In 1894, French Captain Alfred Dreyfus is wrongfully convicted of treason and sentenced to life imprisonment at the Devil’s Island penal colony."
The Angry Birds Movie 2,2019,"['Finland', 'United States of America']","['Animation', 'Adventure', 'Comedy', 'Family']",Thurop Van Orman,"['Jason Sudeikis', 'Josh Gad', 'Danny McBride', 'Leslie Jones', 'Bill Hader']","Red, Chuck, Bomb and the rest of their feathered friends are surprised when a green pig suggests that they put aside their differences and unite to fight a common threat. Aggressive birds from an island covered in ice are planning to use an elaborate weapon to destroy the fowl and swine."
The Report,2019,['United States of America'],['Drama'],Scott Z. Burns,"['Adam Driver', 'Annette Bening', 'Jon Hamm', 'Sarah Goldberg', 'Michael C. Hall']","The story of Daniel Jones, lead investigator for the US Senate’s sweeping study into the CIA's Detention and Interrogation Program, which was found to be brutal, immoral and ineffective. With the truth at stake, Jones battled tirelessly to make public what many in power sought to keep hidden."
Ready or Not,2019,['United States of America'],"['Horror', 'Comedy']",Matt Bettinelli-Olpin,"['Samara Weaving', ""Mark O'Brien"", 'Adam Brody', 'Henry Czerny', 'Andie MacDowell']",A young bride's wedding night turns into her worst nightmare when her ridiculously rich in-laws force her to play a gruesome game of hide-and-seek.
